SoundName,FileNames,DirectoryBase,Volume,Pitch,PitchVariance,Priority,Channel,Flags,MinDistance,MaxDistance,DistanceCutoff,EAXFlags,InBeta,version
ForestTrollShadowPriestPissed,"ForestTrollPissed1.wav,ForestTrollPissed2.wav,ForestTrollPissed3.wav,ForestTrollPissed4.wav,ForestTrollPissed5.wav,ForestTrollPissed6.wav",Units\Creeps\ForestTroll\,127,1,0.01,1000,1,"WANT3D,NODUPEUSERNAMES,CHANNELFULLPREEMPT,RANDOMPITCH",3000,10000,100000,DefaultEAXON,1,0
ForestTrollShadowPriestYesAttack,"ForestTrollYesAttack1.wav,ForestTrollYesAttack2.wav,ForestTrollYesAttack3.wav,ForestTrollYesAttack4.wav",Units\Creeps\ForestTroll\,127,1,0.01,1000,2,"WANT3D,NODUPEUSERNAMES,CHANNELFULLPREEMPT,RANDOMPITCH",3000,10000,100000,DefaultEAXON,1,0
ForestTrollShadowPriestYes,"ForestTrollYes1.wav,ForestTrollYes2.wav,ForestTrollYes3.wav,ForestTrollYes4.wav",Units\Creeps\ForestTroll\,127,1,0.01,1000,3,"WANT3D,NODUPEUSERNAMES,CHANNELFULLPREEMPT,RANDOMPITCH",3000,10000,100000,DefaultEAXON,1,0
ForestTrollShadowPriestReady,ForestTrollReady1.wav,Units\Creeps\ForestTroll\,127,1,0.01,1000,4,"WANT3D,NODUPEUSERNAMES,CHANNELFULLPREEMPT,RANDOMPITCH",3000,10000,100000,DefaultEAXON,1,0
ForestTrollShadowPriestWarcry,ForestTrollWarcry1.wav,Units\Creeps\ForestTroll\,127,1,0.01,1000,1,"WANT3D,NODUPEUSERNAMES,CHANNELFULLPREEMPT,RANDOMPITCH",3000,10000,100000,DefaultEAXON,1,0
FurbolgWhat,"FurbolgWhat1.wav,FurbolgWhat2.wav,FurbolgWhat3.wav",Units\Creeps\Furbolg\,127,1,0.01,1000,1,"WANT3D,NODUPEUSERNAMES,CHANNELFULLPREEMPT,RANDOMPITCH",3000,10000,100000,DefaultEAXON,1,0
FurbolgPissed,"FurbolgPissed1.wav,FurbolgPissed2.wav,FurbolgPissed3.wav",Units\Creeps\Furbolg\,127,1,0.01,1000,1,"WANT3D,NODUPEUSERNAMES,CHANNELFULLPREEMPT,RANDOMPITCH",3000,10000,100000,DefaultEAXON,1,0
FurbolgYesAttack,"FurbolgYesAttack1.wav,FurbolgYesAttack2.wav,FurbolgYesAttack3.wav",Units\Creeps\Furbolg\,127,1,0.01,1000,2,"WANT3D,NODUPEUSERNAMES,CHANNELFULLPREEMPT,RANDOMPITCH",3000,10000,100000,DefaultEAXON,1,0
FurbolgYes,"FurbolgYes1.wav,FurbolgYes2.wav,FurbolgYes3.wav",Units\Creeps\Furbolg\,127,1,0.01,1000,3,"WANT3D,NODUPEUSERNAMES,CHANNELFULLPREEMPT,RANDOMPITCH",3000,10000,100000,DefaultEAXON,1,0
FurbolgReady,FurbolgWhat1.wav,Units\Creeps\Furbolg\,127,1,0.01,1000,4,"WANT3D,NODUPEUSERNAMES,CHANNELFULLPREEMPT,RANDOMPITCH",3000,10000,100000,DefaultEAXON,1,0
GhostWhat,BansheeGhostWhat1.wav,Units\Creeps\BansheeGhost\,90,1,0.01,1000,1,"WANT3D,NODUPEUSERNAMES,CHANNELFULLPREEMPT,RANDOMPITCH",3000,10000,100000,DefaultEAXON,1,0
GhostYesAttack,"BansheeGhostYesAttack1.wav,BansheeGhostYesAttack2.wav",Units\Creeps\BansheeGhost\,90,1,0.01,1000,2,"WANT3D,NODUPEUSERNAMES,CHANNELFULLPREEMPT,RANDOMPITCH",3000,10000,100000,DefaultEAXON,1,0
GhostYes,"BansheeGhostYes1.wav,BansheeGhostYes2.wav",Units\Creeps\BansheeGhost\,90,1,0.01,1000,3,"WANT3D,NODUPEUSERNAMES,CHANNELFULLPREEMPT,RANDOMPITCH",3000,10000,100000,DefaultEAXON,1,0
GhostReady,BansheeGhostWhat1.wav,Units\Creeps\BansheeGhost\,90,1,0.01,1000,4,"WANT3D,NODUPEUSERNAMES,CHANNELFULLPREEMPT,RANDOMPITCH",3000,10000,100000,DefaultEAXON,1,0
GoblinSapperWhat,"GoblinSapperWhat1.wav,GoblinSapperWhat2.wav,GoblinSapperWhat3.wav,GoblinSapperWhat4.wav,GoblinSapperWhat5.wav",Units\Creeps\GoblinSapper\,127,1,0.01,1000,1,"WANT3D,NODUPEUSERNAMES,CHANNELFULLPREEMPT,RANDOMPITCH",3000,10000,100000,DefaultEAXON,1,0
GoblinSapperPissed,"GoblinSapperPissed1.wav,GoblinSapperPissed2.wav,GoblinSapperPissed3.wav,GoblinSapperPissed4.wav,GoblinSapperPissed5.wav,GoblinSapperPissed6.wav,GoblinSapperPissed7.wav",Units\Creeps\GoblinSapper\,127,1,0.01,1000,1,"WANT3D,NODUPEUSERNAMES,CHANNELFULLPREEMPT,RANDOMPITCH",3000,10000,100000,DefaultEAXON,1,0
GoblinSapperYesAttack,"GoblinSapperYesAttack1.wav,GoblinSapperYesAttack2.wav,GoblinSapperYesAttack3.wav,GoblinSapperYesAttack4.wav,GoblinSapperYesAttack5.wav",Units\Creeps\GoblinSapper\,127,1,0.01,1000,2,"WANT3D,NODUPEUSERNAMES,CHANNELFULLPREEMPT,RANDOMPITCH",3000,10000,100000,DefaultEAXON,1,0
GoblinSapperYes,"GoblinSapperYes1.wav,GoblinSapperYes2.wav,GoblinSapperYes3.wav,GoblinSapperYes4.wav,GoblinSapperYes5.wav",Units\Creeps\GoblinSapper\,127,1,0.01,1000,3,"WANT3D,NODUPEUSERNAMES,CHANNELFULLPREEMPT,RANDOMPITCH",3000,10000,100000,DefaultEAXON,1,0
GoblinSapperReady,GoblinSapperReady1.wav,Units\Creeps\GoblinSapper\,127,1,0.01,1000,4,"WANT3D,NODUPEUSERNAMES,CHANNELFULLPREEMPT,RANDOMPITCH",3000,10000,100000,DefaultEAXON,1,0
GoblinZeppelinWhat,"GoblinZeppelinWhat1.wav,GoblinZeppelinWhat2.wav,GoblinZeppelinWhat3.wav,GoblinZeppelinWhat4.wav",Units\Creeps\GoblinZeppelin\,110,1,0.01,1000,1,"WANT3D,NODUPEUSERNAMES,CHANNELFULLPREEMPT,RANDOMPITCH",3000,10000,100000,DefaultEAXON,1,0
GoblinZeppelinPissed,"GoblinZeppelinPissed1.wav,GoblinZeppelinPissed2.wav,GoblinZeppelinPissed3.wav,GoblinZeppelinPissed4.wav,GoblinZeppelinPissed5.wav,GoblinZeppelinPissed6.wav",Units\Creeps\GoblinZeppelin\,110,1,0.01,1000,1,"WANT3D,NODUPEUSERNAMES,CHANNELFULLPREEMPT,RANDOMPITCH",3000,10000,100000,DefaultEAXON,1,0
GoblinZeppelinYes,"GoblinZeppelinYes1.wav,GoblinZeppelinYes2.wav,GoblinZeppelinYes3.wav,GoblinZeppelinYes4.wav",Units\Creeps\GoblinZeppelin\,110,1,0.01,1000,3,"WANT3D,NODUPEUSERNAMES,CHANNELFULLPREEMPT,RANDOMPITCH",3000,10000,100000,DefaultEAXON,1,0
GoblinZeppelinReady,GoblinZeppelinReady1.wav,Units\Creeps\GoblinZeppelin\,127,1,0.01,1000,4,"WANT3D,NODUPEUSERNAMES,CHANNELFULLPREEMPT,RANDOMPITCH",3000,10000,100000,DefaultEAXON,1,0
GnollWhat,"GnollWhat1.wav,GnollWhat2.wav,GnollWhat3.wav",Units\Creeps\Gnoll\,127,1,0.01,1000,1,"WANT3D,NODUPEUSERNAMES,CHANNELFULLPREEMPT,RANDOMPITCH",3000,10000,100000,DefaultEAXON,1,0
GnollPissed,"GnollPissed1.wav,GnollPissed2.wav,GnollPissed3.wav,GnollPissed4.wav",Units\Creeps\Gnoll\,127,1,0.01,1000,1,"WANT3D,NODUPEUSERNAMES,CHANNELFULLPREEMPT,RANDOMPITCH",3000,10000,100000,DefaultEAXON,1,0
GnollYesAttack,"GnollYesAttack1.wav,GnollYesAttack2.wav,GnollYesAttack3.wav",Units\Creeps\Gnoll\,127,1,0.01,1000,2,"WANT3D,NODUPEUSERNAMES,CHANNELFULLPREEMPT,RANDOMPITCH",3000,10000,100000,DefaultEAXON,1,0
GnollYes,"GnollYes1.wav,GnollYes2.wav,GnollYes3.wav",Units\Creeps\Gnoll\,127,1,0.01,1000,3,"WANT3D,NODUPEUSERNAMES,CHANNELFULLPREEMPT,RANDOMPITCH",3000,10000,100000,DefaultEAXON,1,0
GnollReady,GnollReady1.wav,Units\Creeps\Gnoll\,127,1,0.01,1000,4,"WANT3D,NODUPEUSERNAMES,CHANNELFULLPREEMPT,RANDOMPITCH",3000,10000,100000,DefaultEAXON,1,0
GnollKingWhat,"GnollWhat1.wav,GnollWhat2.wav,GnollWhat3.wav",Units\Creeps\Gnoll\,127,0.9,0.01,1000,1,"WANT3D,NODUPEUSERNAMES,CHANNELFULLPREEMPT,RANDOMPITCH",3000,10000,100000,HeroAcksEAX,1,0
GnollKingPissed,"GnollPissed1.wav,GnollPissed2.wav,GnollPissed3.wav,GnollPissed4.wav",Units\Creeps\Gnoll\,127,0.9,0.01,1000,1,"WANT3D,NODUPEUSERNAMES,CHANNELFULLPREEMPT,RANDOMPITCH",3000,10000,100000,HeroAcksEAX,1,0
GnollKingYesAttack,"GnollYesAttack1.wav,GnollYesAttack2.wav,GnollYesAttack3.wav",Units\Creeps\Gnoll\,127,0.9,0.01,1000,2,"WANT3D,NODUPEUSERNAMES,CHANNELFULLPREEMPT,RANDOMPITCH",3000,10000,100000,HeroAcksEAX,1,0
GnollKingYes,"GnollYes1.wav,GnollYes2.wav,GnollYes3.wav",Units\Creeps\Gnoll\,127,0.9,0.01,1000,3,"WANT3D,NODUPEUSERNAMES,CHANNELFULLPREEMPT,RANDOMPITCH",3000,10000,100000,HeroAcksEAX,1,0
GnollKingReady,GnollReady1.wav,Units\Creeps\Gnoll\,127,0.9,0.01,1000,4,"WANT3D,NODUPEUSERNAMES,CHANNELFULLPREEMPT,RANDOMPITCH",3000,10000,100000,HeroAcksEAX,1,0
GnollArcherWhat,"GnollArcherWhat1.wav,GnollArcherWhat2.wav,GnollArcherWhat3.wav",Units\Creeps\GnollArcher\,127,1,0.01,1000,1,"WANT3D,NODUPEUSERNAMES,CHANNELFULLPREEMPT,RANDOMPITCH",3000,10000,100000,DefaultEAXON,1,0
GnollArcherPissed,"GnollArcherPissed1.wav,GnollArcherPissed2.wav,GnollArcherPissed3.wav,GnollArcherPissed4.wav",Units\Creeps\GnollArcher\,127,1,0.01,1000,1,"WANT3D,NODUPEUSERNAMES,CHANNELFULLPREEMPT,RANDOMPITCH",3000,10000,100000,DefaultEAXON,1,0
GnollArcherYesAttack,"GnollArcherYesAttack1.wav,GnollArcherYesAttack2.wav,GnollArcherYesAttack3.wav",Units\Creeps\GnollArcher\,127,1,0.01,1000,2,"WANT3D,NODUPEUSERNAMES,CHANNELFULLPREEMPT,RANDOMPITCH",3000,10000,100000,DefaultEAXON,1,0
GnollArcherYes,"GnollArcherYes1.wav,GnollArcherYes2.wav,GnollArcherYes3.wav",Units\Creeps\GnollArcher\,127,1,0.01,1000,3,"WANT3D,NODUPEUSERNAMES,CHANNELFULLPREEMPT,RANDOMPITCH",3000,10000,100000,DefaultEAXON,1,0
GnollArcherReady,GnollArcherReady1.wav,Units\Creeps\GnollArcher\,127,1,0.01,1000,4,"WANT3D,NODUPEUSERNAMES,CHANNELFULLPREEMPT,RANDOMPITCH",3000,10000,100000,DefaultEAXON,1,0
HarpyWhat,"HarpyWhat1.wav,HarpyWhat2.wav",Units\Creeps\Harpy\,90,1,0.01,1000,1,"WANT3D,NODUPEUSERNAMES,CHANNELFULLPREEMPT,RANDOMPITCH",3000,10000,100000,DefaultEAXON,1,0
HarpyPissed,"HarpyPissed1.wav,HarpyPissed2.wav,HarpyPissed3.wav,HarpyPissed4.wav",Units\Creeps\Harpy\,90,1,0.01,1000,1,"WANT3D,NODUPEUSERNAMES,CHANNELFULLPREEMPT,RANDOMPITCH",3000,10000,100000,DefaultEAXON,1,0
HarpyYesAttack,"HarpyYesAttack1.wav,HarpyYesAttack2.wav",Units\Creeps\Harpy\,90,1,0.01,1000,2,"WANT3D,NODUPEUSERNAMES,CHANNELFULLPREEMPT,RANDOMPITCH",3000,10000,100000,DefaultEAXON,1,0
HarpyYes,"HarpyYes1.wav,HarpyYes2.wav,HarpyYes3.wav",Units\Creeps\Harpy\,90,1,0.01,1000,3,"WANT3D,NODUPEUSERNAMES,CHANNELFULLPREEMPT,RANDOMPITCH",3000,10000,100000,DefaultEAXON,1,0
HarpyReady,HarpyWhat1.wav,Units\Creeps\Harpy\,90,1,0.01,1000,4,"WANT3D,NODUPEUSERNAMES,CHANNELFULLPREEMPT,RANDOMPITCH",3000,10000,100000,DefaultEAXON,1,0
IceTrollWhat,"IceTrollWhat1.wav,IceTrollWhat2.wav,IceTrollWhat3.wav,IceTrollWhat4.wav,IceTrollWhat5.wav",Units\Creeps\IceTroll\,127,1,0.01,1000,1,"WANT3D,NODUPEUSERNAMES,CHANNELFULLPREEMPT,RANDOMPITCH",3000,10000,100000,DefaultEAXON,1,0
IceTrollPissed,"IceTrollPissed1.wav,IceTrollPissed2.wav,IceTrollPissed3.wav,IceTrollPissed4.wav",Units\Creeps\IceTroll\,127,1,0.01,1000,1,"WANT3D,NODUPEUSERNAMES,CHANNELFULLPREEMPT,RANDOMPITCH",3000,10000,100000,DefaultEAXON,1,0
IceTrollYesAttack,"IceTrollYesAttack1.wav,IceTrollYesAttack2.wav",Units\Creeps\IceTroll\,127,1,0.01,1000,2,"WANT3D,NODUPEUSERNAMES,CHANNELFULLPREEMPT,RANDOMPITCH",3000,10000,100000,DefaultEAXON,1,0
IceTrollYes,"IceTrollYes1.wav,IceTrollYes2.wav,IceTrollYes3.wav,IceTrollYes4.wav,IceTrollYes5.wav",Units\Creeps\IceTroll\,127,1,0.01,1000,3,"WANT3D,NODUPEUSERNAMES,CHANNELFULLPREEMPT,RANDOMPITCH",3000,10000,100000,DefaultEAXON,1,0
IceTrollReady,IceTrollReady1.wav,Units\Creeps\IceTroll\,127,1,0.01,1000,4,"WANT3D,NODUPEUSERNAMES,CHANNELFULLPREEMPT,RANDOMPITCH",3000,10000,100000,DefaultEAXON,1,0
IceTrollWarcry,IceTrollWarcry1.wav,Units\Creeps\IceTroll\,127,1,0.01,1000,1,"WANT3D,NODUPEUSERNAMES,CHANNELFULLPREEMPT,RANDOMPITCH",3000,10000,100000,DefaultEAXON,1,0
IceTrollShadowPriestWhat,"IceTrollWhat1.wav,IceTrollWhat2.wav,IceTrollWhat3.wav,IceTrollWhat4.wav,IceTrollWhat5.wav",Units\Creeps\IceTroll\,127,1,0.01,1000,1,"WANT3D,NODUPEUSERNAMES,CHANNELFULLPREEMPT,RANDOMPITCH",3000,10000,100000,DefaultEAXON,1,0
IceTrollShadowPriestPissed,"IceTrollPissed1.wav,IceTrollPissed2.wav,IceTrollPissed3.wav,IceTrollPissed4.wav,IceTrollPissed5.wav",Units\Creeps\IceTroll\,127,1,0.01,1000,1,"WANT3D,NODUPEUSERNAMES,CHANNELFULLPREEMPT,RANDOMPITCH",3000,10000,100000,DefaultEAXON,1,0
IceTrollShadowPriestYesAttack,"IceTrollYesAttack1.wav,IceTrollYesAttack2.wav",Units\Creeps\IceTroll\,127,1,0.01,1000,2,"WANT3D,NODUPEUSERNAMES,CHANNELFULLPREEMPT,RANDOMPITCH",3000,10000,100000,DefaultEAXON,1,0
IceTrollShadowPriestYes,"IceTrollYes1.wav,IceTrollYes2.wav,IceTrollYes3.wav,IceTrollYes4.wav,IceTrollYes5.wav",Units\Creeps\IceTroll\,127,1,0.01,1000,3,"WANT3D,NODUPEUSERNAMES,CHANNELFULLPREEMPT,RANDOMPITCH",3000,10000,100000,DefaultEAXON,1,0
IceTrollShadowPriestReady,IceTrollReady1.wav,Units\Creeps\IceTroll\,127,1,0.01,1000,4,"WANT3D,NODUPEUSERNAMES,CHANNELFULLPREEMPT,RANDOMPITCH",3000,10000,100000,DefaultEAXON,1,0
IceTrollShadowPriestWarcry,IceTrollWarcry1.wav,Units\Creeps\IceTroll\,127,1,0.01,1000,1,"WANT3D,NODUPEUSERNAMES,CHANNELFULLPREEMPT,RANDOMPITCH",3000,10000,100000,DefaultEAXON,1,0
IronGolemWhat,"IronGolemWhat1.wav,IronGolemWhat2.wav,IronGolemWhat3.wav",Units\Creeps\IronGolem\,90,1,0.01,1000,1,"WANT3D,NODUPEUSERNAMES,CHANNELFULLPREEMPT,RANDOMPITCH",3000,10000,100000,DefaultEAXON,1,0
IronGolemPissed,"IronGolemPissed1.wav,IronGolemPissed2.wav,IronGolemPissed3.wav",Units\Creeps\IronGolem\,90,1,0.01,1000,1,"WANT3D,NODUPEUSERNAMES,CHANNELFULLPREEMPT,RANDOMPITCH",3000,10000,100000,DefaultEAXON,1,0
IronGolemYesAttack,"IronGolemYesAttack1.wav,IronGolemYesAttack2.wav,IronGolemYesAttack3.wav",Units\Creeps\IronGolem\,90,1,0.01,1000,2,"WANT3D,NODUPEUSERNAMES,CHANNELFULLPREEMPT,RANDOMPITCH",3000,10000,100000,DefaultEAXON,1,0
IronGolemYes,"IronGolemYes1.wav,IronGolemYes2.wav,IronGolemYes3.wav",Units\Creeps\IronGolem\,90,1,0.01,1000,3,"WANT3D,NODUPEUSERNAMES,CHANNELFULLPREEMPT,RANDOMPITCH",3000,10000,100000,DefaultEAXON,1,0
IronGolemReady,IronGolemWhat1.wav,Units\Creeps\IronGolem\,90,1,0.01,1000,4,"WANT3D,NODUPEUSERNAMES,CHANNELFULLPREEMPT,RANDOMPITCH",3000,10000,100000,DefaultEAXON,1,0
KoboldWhat,"KoboldWhat1.wav,KoboldWhat2.wav,KoboldWhat3.wav",Units\Creeps\Kobold\,100,1,0.01,1000,1,"WANT3D,NODUPEUSERNAMES,CHANNELFULLPREEMPT,RANDOMPITCH",3000,10000,100000,DefaultEAXON,1,0
KoboldPissed,"KoboldPissed1.wav,KoboldPissed2.wav,KoboldPissed3.wav,KoboldPissed4.wav",Units\Creeps\Kobold\,100,1,0.01,1000,1,"WANT3D,NODUPEUSERNAMES,CHANNELFULLPREEMPT,RANDOMPITCH",3000,10000,100000,DefaultEAXON,1,0
KoboldYesAttack,"KoboldYesAttack1.wav,KoboldYesAttack2.wav,KoboldYesAttack3.wav",Units\Creeps\Kobold\,100,1,0.01,1000,2,"WANT3D,NODUPEUSERNAMES,CHANNELFULLPREEMPT,RANDOMPITCH",3000,10000,100000,DefaultEAXON,1,0
KoboldYes,"KoboldYes1.wav,KoboldYes2.wav,KoboldYes3.wav",Units\Creeps\Kobold\,100,1,0.01,1000,3,"WANT3D,NODUPEUSERNAMES,CHANNELFULLPREEMPT,RANDOMPITCH",3000,10000,100000,DefaultEAXON,1,0
KoboldReady,KoboldReady1.wav,Units\Creeps\Kobold\,100,1,0.01,1000,4,"WANT3D,NODUPEUSERNAMES,CHANNELFULLPREEMPT,RANDOMPITCH",3000,10000,100000,DefaultEAXON,1,0
MurlocWhat,"MurlocWhat1.wav,MurlocWhat2.wav,MurlocWhat3.wav",Units\Creeps\Murloc\,80,1,0.01,1000,1,"WANT3D,NODUPEUSERNAMES,CHANNELFULLPREEMPT,RANDOMPITCH",3000,10000,100000,DefaultEAXON,1,0
MurlocPissed,"MurlocPissed1.wav,MurlocPissed2.wav,MurlocPissed3.wav",Units\Creeps\Murloc\,80,1,0.01,1000,1,"WANT3D,NODUPEUSERNAMES,CHANNELFULLPREEMPT,RANDOMPITCH",3000,10000,100000,DefaultEAXON,1,0
MurlocYesAttack,"MurlocYesAttack1.wav,MurlocYesAttack2.wav,MurlocYesAttack3.wav",Units\Creeps\Murloc\,80,1,0.01,1000,2,"WANT3D,NODUPEUSERNAMES,CHANNELFULLPREEMPT,RANDOMPITCH",3000,10000,100000,DefaultEAXON,1,0
MurlocYes,"MurlocYes1.wav,MurlocYes2.wav,MurlocYes3.wav",Units\Creeps\Murloc\,80,1,0.01,1000,3,"WANT3D,NODUPEUSERNAMES,CHANNELFULLPREEMPT,RANDOMPITCH",3000,10000,100000,DefaultEAXON,1,0
MurlocReady,MurlocReady1.wav,Units\Creeps\Murloc\,80,1,0.01,1000,4,"WANT3D,NODUPEUSERNAMES,CHANNELFULLPREEMPT,RANDOMPITCH",3000,10000,100000,DefaultEAXON,1,0
NerubianWhat,"CryptFiendWhat1.wav,CryptFiendWhat2.wav,CryptFiendWhat3.wav",Units\Undead\CryptFiend\,105,1,0.01,1000,1,"WANT3D,NODUPEUSERNAMES,CHANNELFULLPREEMPT,RANDOMPITCH",3000,10000,100000,DefaultEAXON,1,0
NerubianYesAttack,"CryptFiendYesAttack1.wav,CryptFiendYesAttack2.wav,CryptFiendYesAttack3.wav",Units\Undead\CryptFiend\,105,1,0.01,1000,2,"WANT3D,NODUPEUSERNAMES,CHANNELFULLPREEMPT,RANDOMPITCH",3000,10000,100000,DefaultEAXON,1,0
NerubianYes,"CryptFiendYes2.wav,CryptFiendYes3.wav,CryptFiendYes4.wav",Units\Undead\CryptFiend\,105,1,0.01,1000,3,"WANT3D,NODUPEUSERNAMES,CHANNELFULLPREEMPT,RANDOMPITCH",3000,10000,100000,DefaultEAXON,1,0
NerubianReady,"CryptFiendWhat1.wav,CryptFiendWhat2.wav,CryptFiendWhat3.wav",Units\Undead\CryptFiend\,105,1,0.01,1000,4,"WANT3D,NODUPEUSERNAMES,CHANNELFULLPREEMPT,RANDOMPITCH",3000,10000,100000,DefaultEAXON,1,0
OgreWhat,"OgreWhat1.wav,OgreWhat2.wav,OgreWhat3.wav,OgreWhat4.wav",Units\Creeps\Ogre\,127,1,0.01,1000,1,"WANT3D,NODUPEUSERNAMES,CHANNELFULLPREEMPT,RANDOMPITCH",3000,10000,100000,DefaultEAXON,1,0
OgrePissed,"OgrePissed1.wav,OgrePissed2.wav,OgrePissed3.wav,OgrePissed4.wav,OgrePissed5.wav",Units\Creeps\Ogre\,127,1,0.01,1000,1,"WANT3D,NODUPEUSERNAMES,CHANNELFULLPREEMPT,RANDOMPITCH",3000,10000,100000,DefaultEAXON,1,0
OgreYesAttack,"OgreYesAttack1.wav,OgreYesAttack2.wav,OgreYesAttack3.wav",Units\Creeps\Ogre\,127,1,0.01,1000,2,"WANT3D,NODUPEUSERNAMES,CHANNELFULLPREEMPT,RANDOMPITCH",3000,10000,100000,DefaultEAXON,1,0
OgreYes,"OgreYes1.wav,OgreYes2.wav,OgreYes3.wav,OgreYes4.wav",Units\Creeps\Ogre\,127,1,0.01,1000,3,"WANT3D,NODUPEUSERNAMES,CHANNELFULLPREEMPT,RANDOMPITCH",3000,10000,100000,DefaultEAXON,1,0
OgreReady,OgreReady1.wav,Units\Creeps\Ogre\,127,1,0.01,1000,4,"WANT3D,NODUPEUSERNAMES,CHANNELFULLPREEMPT,RANDOMPITCH",3000,10000,100000,DefaultEAXON,1,0
OgreWarcry,OgreWarcry1.wav,Units\Creeps\Ogre\,127,1,0.01,1000,1,"WANT3D,NODUPEUSERNAMES,CHANNELFULLPREEMPT,RANDOMPITCH",3000,10000,100000,DefaultEAXON,1,0
OgreOneHeadWhat,"OgreWhat1.wav,OgreWhat3.wav",Units\Creeps\Ogre\,127,1,0.01,1000,1,"WANT3D,NODUPEUSERNAMES,CHANNELFULLPREEMPT,RANDOMPITCH",3000,10000,100000,DefaultEAXON,1,0
OgreOneHeadYesAttack,OgreYesAttack1.wav,Units\Creeps\Ogre\,127,1,0.01,1000,2,"WANT3D,NODUPEUSERNAMES,CHANNELFULLPREEMPT,RANDOMPITCH",3000,10000,100000,DefaultEAXON,1,0
OgreOneHeadYes,"OgreYes1.wav,OgreYes3.wav",Units\Creeps\Ogre\,127,1,0.01,1000,3,"WANT3D,NODUPEUSERNAMES,CHANNELFULLPREEMPT,RANDOMPITCH",3000,10000,100000,DefaultEAXON,1,0
OgreOneHeadReady,OgreWarcry1.wav,Units\Creeps\Ogre\,127,1,0.01,1000,4,"WANT3D,NODUPEUSERNAMES,CHANNELFULLPREEMPT,RANDOMPITCH",3000,10000,100000,DefaultEAXON,1,0
OgreOneHeadWarcry,OgreWarcry1.wav,Units\Creeps\Ogre\,127,1,0.01,1000,1,"WANT3D,NODUPEUSERNAMES,CHANNELFULLPREEMPT,RANDOMPITCH",3000,10000,100000,DefaultEAXON,1,0
OwlbearWhat,"OwlBearWhat1.wav,OwlBearWhat2.wav",Units\Creeps\Owlbear\,127,1,0.01,1000,1,"WANT3D,NODUPEUSERNAMES,CHANNELFULLPREEMPT,RANDOMPITCH",3000,10000,100000,DefaultEAXON,1,0
OwlbearYesAttack,"OwlBearYesAttack1.wav,OwlBearYesAttack2.wav",Units\Creeps\Owlbear\,127,1,0.01,1000,2,"WANT3D,NODUPEUSERNAMES,CHANNELFULLPREEMPT,RANDOMPITCH",3000,10000,100000,DefaultEAXON,1,0
OwlbearYes,"OwlBearYes1.wav,OwlBearYes2.wav",Units\Creeps\Owlbear\,127,1,0.01,1000,3,"WANT3D,NODUPEUSERNAMES,CHANNELFULLPREEMPT,RANDOMPITCH",3000,10000,100000,DefaultEAXON,1,0
OwlbearReady,OwlBearWhat1.wav,Units\Creeps\Owlbear\,127,1,0.01,1000,4,"WANT3D,NODUPEUSERNAMES,CHANNELFULLPREEMPT,RANDOMPITCH",3000,10000,100000,DefaultEAXON,1,0
BeastmasterWhat,"OgreBeastMasterWhat1.wav,OgreBeastMasterWhat2.wav,OgreBeastMasterWhat3.wav,OgreBeastMasterWhat4.wav,OgreBeastMasterWhat5.wav",Units\Creeps\Beastmaster\,127,1,0.01,1000,1,"WANT3D,NODUPEUSERNAMES,CHANNELFULLPREEMPT,RANDOMPITCH",3000,10000,100000,HeroAcksEAX,1,1
BeastmasterPissed,"OgreBeastMasterPissed1.wav,OgreBeastMasterPissed2.wav,OgreBeastMasterPissed3.wav,OgreBeastMasterPissed4.wav,OgreBeastMasterPissed5.wav,OgreBeastMasterPissed6.wav",Units\Creeps\Beastmaster\,127,1,0.01,1000,1,"WANT3D,NODUPEUSERNAMES,CHANNELFULLPREEMPT,RANDOMPITCH",3000,10000,100000,HeroAcksEAX,1,1
BeastmasterYesAttack,"OgreBeastMasterYesAttack1.wav,OgreBeastMasterYesAttack2.wav,OgreBeastMasterYesAttack3.wav",Units\Creeps\Beastmaster\,127,1,0.01,1000,2,"WANT3D,NODUPEUSERNAMES,CHANNELFULLPREEMPT,RANDOMPITCH",3000,10000,100000,HeroAcksEAX,1,1
BeastmasterYes,"OgreBeastMasterYes1.wav,OgreBeastMasterYes2.wav,OgreBeastMasterYes3.wav,OgreBeastMasterYes4.wav,OgreBeastMasterYes5.wav",Units\Creeps\Beastmaster\,127,1,0.01,1000,3,"WANT3D,NODUPEUSERNAMES,CHANNELFULLPREEMPT,RANDOMPITCH",3000,10000,100000,HeroAcksEAX,1,1
BeastmasterReady,OgreBeastMasterReady1.wav,Units\Creeps\Beastmaster\,127,1,0.01,1000,4,"WANT3D,NODUPEUSERNAMES,CHANNELFULLPREEMPT,RANDOMPITCH",3000,10000,100000,HeroAcksEAX,1,1
BeastmasterWarcry,OgreBeastMasterWarcry1.wav,Units\Creeps\Beastmaster\,127,1,0.01,1000,1,"WANT3D,NODUPEUSERNAMES,CHANNELFULLPREEMPT,RANDOMPITCH",3000,10000,100000,HeroAcksEAX,1,1
GrizzlyBearWhat,"GrizzlyBearWhat1.wav,GrizzlyBearWhat2.wav,GrizzlyBearWhat3.wav",Units\Creeps\GrizzlyBear\,127,1,0.01,1000,1,"WANT3D,NODUPEUSERNAMES,CHANNELFULLPREEMPT,RANDOMPITCH",3000,10000,100000,HeroAcksEAX,1,1
